column,label,lag_window,delta_concurrent,delta_lagged,p_lagged,signal_retention_ratio,p_lagged_fdr,lagged_significant,interpretation
Alignment_Time,primary,5,-0.0035272888588013807,-0.005360092711295006,0.1759173052084838,1.5196069632687912,0.19190978750016416,False,선행신호 약함 - 판단 보류
Alignment_Time,primary,20,-0.0035272888588013807,-0.014303498332096765,0.00030432571862288763,4.055096961057304,0.00033199169304315017,False,선행신호 약함 - 판단 보류
Alignment_Time,primary,50,-0.0035272888588013807,-0.020981724510262145,1.173329197419907e-07,5.948399847635958,1.2799954880944441e-07,False,선행신호 약함 - 판단 보류
Alignment_Time,broad,5,-0.0035272888588013807,-0.005360092711295006,0.1759173052084838,1.5196069632687912,0.19190978750016416,False,선행신호 약함 - 판단 보류
Alignment_Time,broad,20,-0.0035272888588013807,-0.014303498332096765,0.00030432571862288763,4.055096961057304,0.00033199169304315017,False,선행신호 약함 - 판단 보류
Alignment_Time,broad,50,-0.0035272888588013807,-0.020981724510262145,1.173329197419907e-07,5.948399847635958,1.2799954880944441e-07,False,선행신호 약함 - 판단 보류
Alignment_Time,pure,5,-0.00030928739247282344,0.002385745711123821,0.655027041240571,7.713685617927192,0.683506477816248,False,선행신호 약함 - 판단 보류
Alignment_Time,pure,20,-0.00030928739247282344,-0.010169974703771234,0.05683726115880868,32.88195688307874,0.06200428490051856,False,선행신호 약함 - 판단 보류
Alignment_Time,pure,50,-0.00030928739247282344,-0.017826999833900126,0.0008424823021765449,57.63894768347712,0.0009190716023744126,False,선행신호 약함 - 판단 보류
Bottom_Kerf,primary,5,0.9793637420633794,0.9728611158168421,0.0,0.9933603563545887,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,primary,20,0.9793637420633794,0.9726466599878556,0.0,0.9931413817083202,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,primary,50,0.9793637420633794,0.9725013461304912,0.0,0.9929930059301255,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,broad,5,0.9793637420633794,0.9728611158168421,0.0,0.9933603563545887,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,broad,20,0.9793637420633794,0.9726466599878556,0.0,0.9931413817083202,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,broad,50,0.9793637420633794,0.9725013461304912,0.0,0.9929930059301255,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,pure,5,0.9086853223675855,0.9016531714281122,0.0,0.9922611813282611,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,pure,20,0.9086853223675855,0.9010321485632586,0.0,0.9915777512677475,0.0,True,선행신호 유지 - 상류 원인 가능성
Bottom_Kerf,pure,50,0.9086853223675855,0.9009550439773439,0.0,0.9914928983665101,0.0,True,선행신호 유지 - 상류 원인 가능성
CLN_Flow,primary,5,0.13268393202028372,0.134828703181344,4.896593802988125e-254,1.0161645131283297,5.596107203415e-254,False,선행신호 약함 - 판단 보류
CLN_Flow,primary,20,0.13268393202028372,0.1360115832486566,1.8219429870609629e-258,1.0250795343317392,2.0822205566411006e-258,False,선행신호 약함 - 판단 보류
CLN_Flow,primary,50,0.13268393202028372,0.13799588887375935,5.607672689686629e-266,1.0400346656342954,6.40876878821329e-266,False,선행신호 약함 - 판단 보류
CLN_Flow,broad,5,0.13268393202028372,0.134828703181344,4.896593802988125e-254,1.0161645131283297,5.596107203415e-254,False,선행신호 약함 - 판단 보류
CLN_Flow,broad,20,0.13268393202028372,0.1360115832486566,1.8219429870609629e-258,1.0250795343317392,2.0822205566411006e-258,False,선행신호 약함 - 판단 보류
CLN_Flow,broad,50,0.13268393202028372,0.13799588887375935,5.607672689686629e-266,1.0400346656342954,6.40876878821329e-266,False,선행신호 약함 - 판단 보류
CLN_Flow,pure,5,0.12469976335673838,0.12250034320426373,1.8036928291881995e-116,0.98236227484905,2.0613632333579424e-116,False,선행신호 약함 - 판단 보류
CLN_Flow,pure,20,0.12469976335673838,0.13080122931318572,1.6487508362736344e-132,1.0489292504829573,1.8842866700270108e-132,False,선행신호 약함 - 판단 보류
CLN_Flow,pure,50,0.12469976335673838,0.13102188582464924,6.048967685031629e-133,1.0506987527299845,6.913105925750433e-133,False,선행신호 약함 - 판단 보류
Cleaning_Load_Ratio,primary,5,-0.5111575232200509,-0.7559386724790893,0.0,1.4788761548828095,0.0,True,선행신호 유지 - 상류 원인 가능성
Cleaning_Load_Ratio,primary,20,-0.5111575232200509,-0.874818041781239,0.0,1.7114451065305634,0.0,True,선행신호 유지 - 상류 원인 가능성
