label,column,importance_mean,importance_std,rank,tree_flag
is_remcoat_primary,Laser_Power,0.0018872086704966576,0.0015948391575378504,10,True
is_remcoat_primary,Power_Efficiency,-0.0015918292321304946,0.0013572350727556195,35,False
is_remcoat_primary,Laser_Centering_Position,-0.0006089866768798025,0.0012891222794981603,29,False
is_remcoat_primary,Laser_Current,-0.0023712163290620573,0.0018681700989292345,37,False
is_remcoat_primary,Laser_Voltage,0.0005683127924432337,0.001109251827592361,20,False
is_remcoat_primary,Beam_Diameter,-0.0015275498207290683,0.0009888530250955277,34,False
is_remcoat_primary,Feed_Speed,0.004067113492440975,0.001277696810848325,5,True
is_remcoat_primary,Frequency,-0.0034044928787850073,0.002236531298832344,39,False
is_remcoat_primary,Alignment_Time,0.0016170558159963543,0.0012645219576884574,11,False
is_remcoat_primary,Process_Time,0.001422007071172952,0.000789822829008587,13,False
is_remcoat_primary,Cutting_X_Index,-0.0001760118835482975,0.0009774588234126764,23,False
is_remcoat_primary,Cutting_Y_Index,-0.00016708170465589884,0.0013008084598954786,22,False
is_remcoat_primary,Head_Temp,-0.0007402171319674836,0.0011601885404275325,31,False
is_remcoat_primary,Cooling_Flow,0.0021206811507916107,0.0014087447106159773,9,True
is_remcoat_primary,Cooling_Water_Temp,0.0007832566238710222,0.0013760191100844626,19,False
is_remcoat_primary,Focus,0.0011025596821394887,0.0009783819812867816,16,False
is_remcoat_primary,CLN_Flow,0.02134777394019836,0.0028384736650809692,3,True
is_remcoat_primary,CLN_Pressure,0.15048612223690877,0.004609521619620055,1,True
is_remcoat_primary,CLN_Time,-0.001464637465390974,0.0037799952602804473,33,False
is_remcoat_primary,Coating_Flow,-0.0025440777513947225,0.0017757576536356606,38,False
is_remcoat_primary,Laser_Head_Remain_Time,-0.0006056894351294861,0.0013033896605630687,28,False
is_remcoat_primary,Vibration,-0.00023815843083719313,0.0012854924006505915,25,False
is_remcoat_primary,Kerf_Width_Profile,0.0015989096051522564,0.0014440696272869503,12,False
is_remcoat_primary,Top_Kerf,-0.0012173472522703584,0.0012349182163878159,32,False
is_remcoat_primary,Bottom_Kerf,0.0004913217104670298,0.0014367720423917368,21,False
is_remcoat_primary,Kerf_Angle,-0.0005764417334520396,0.0008457135175489562,27,False
is_remcoat_primary,Groove_Depth,0.0011919756833990677,0.001238951510898754,15,False
is_remcoat_primary,Package_Size_1,0.0008395640551362511,0.0014385103974051665,18,False
is_remcoat_primary,Package_Size_2,-0.000565215741376555,0.0012841940391446493,26,False
is_remcoat_primary,Package_Size_3,-0.0019335697356417233,0.000976375361151791,36,False
is_remcoat_primary,Package_Size_4,0.0013504130268974697,0.0011004912647300067,14,False
is_remcoat_primary,Coating_Thickness,0.06555829770356711,0.003884199109157037,2,True
is_remcoat_primary,Coating_Uniformity,0.003950315267171737,0.0008396072363412552,6,True
is_remcoat_primary,Cutting_Offset,-0.00022028752383463542,0.0011906344311470353,24,False
is_remcoat_primary,Surface_Roughness,-0.0006627114494755041,0.0015884225428798918,30,False
is_remcoat_primary,Cooling_Thermal_Load,0.001098550185661242,0.0009433220951593912,17,False
is_remcoat_primary,Laser_Cleaning_Demand,0.002429380370823379,0.0020957391829934525,8,True
is_remcoat_primary,Cleaning_Capacity,0.0027310512860609037,0.005330898208483467,7,True
is_remcoat_primary,Cleaning_Load_Ratio,0.004633164668360969,0.005961154107190352,4,True
is_remcoat_broad,Laser_Power,0.0018872086704966576,0.0015948391575378504,10,True
is_remcoat_broad,Power_Efficiency,-0.0015918292321304946,0.0013572350727556195,35,False
is_remcoat_broad,Laser_Centering_Position,-0.0006089866768798025,0.0012891222794981603,29,False
is_remcoat_broad,Laser_Current,-0.0023712163290620573,0.0018681700989292345,37,False
is_remcoat_broad,Laser_Voltage,0.0005683127924432337,0.001109251827592361,20,False
is_remcoat_broad,Beam_Diameter,-0.0015275498207290683,0.0009888530250955277,34,False
is_remcoat_broad,Feed_Speed,0.004067113492440975,0.001277696810848325,5,True
is_remcoat_broad,Frequency,-0.0034044928787850073,0.002236531298832344,39,False
is_remcoat_broad,Alignment_Time,0.0016170558159963543,0.0012645219576884574,11,False
is_remcoat_broad,Process_Time,0.001422007071172952,0.000789822829008587,13,False
is_remcoat_broad,Cutting_X_Index,-0.0001760118835482975,0.0009774588234126764,23,False
is_remcoat_broad,Cutting_Y_Index,-0.00016708170465589884,0.0013008084598954786,22,False
is_remcoat_broad,Head_Temp,-0.0007402171319674836,0.0011601885404275325,31,False
is_remcoat_broad,Cooling_Flow,0.0021206811507916107,0.0014087447106159773,9,True
is_remcoat_broad,Cooling_Water_Temp,0.0007832566238710222,0.0013760191100844626,19,False
is_remcoat_broad,Focus,0.0011025596821394887,0.0009783819812867816,16,False
is_remcoat_broad,CLN_Flow,0.02134777394019836,0.0028384736650809692,3,True
is_remcoat_broad,CLN_Pressure,0.15048612223690877,0.004609521619620055,1,True
is_remcoat_broad,CLN_Time,-0.001464637465390974,0.0037799952602804473,33,False
is_remcoat_broad,Coating_Flow,-0.0025440777513947225,0.0017757576536356606,38,False
is_remcoat_broad,Laser_Head_Remain_Time,-0.0006056894351294861,0.0013033896605630687,28,False
is_remcoat_broad,Vibration,-0.00023815843083719313,0.0012854924006505915,25,False
is_remcoat_broad,Kerf_Width_Profile,0.0015989096051522564,0.0014440696272869503,12,False
is_remcoat_broad,Top_Kerf,-0.0012173472522703584,0.0012349182163878159,32,False
is_remcoat_broad,Bottom_Kerf,0.0004913217104670298,0.0014367720423917368,21,False
is_remcoat_broad,Kerf_Angle,-0.0005764417334520396,0.0008457135175489562,27,False
is_remcoat_broad,Groove_Depth,0.0011919756833990677,0.001238951510898754,15,False
is_remcoat_broad,Package_Size_1,0.0008395640551362511,0.0014385103974051665,18,False
is_remcoat_broad,Package_Size_2,-0.000565215741376555,0.0012841940391446493,26,False
is_remcoat_broad,Package_Size_3,-0.0019335697356417233,0.000976375361151791,36,False
is_remcoat_broad,Package_Size_4,0.0013504130268974697,0.0011004912647300067,14,False
is_remcoat_broad,Coating_Thickness,0.06555829770356711,0.003884199109157037,2,True
is_remcoat_broad,Coating_Uniformity,0.003950315267171737,0.0008396072363412552,6,True
is_remcoat_broad,Cutting_Offset,-0.00022028752383463542,0.0011906344311470353,24,False
is_remcoat_broad,Surface_Roughness,-0.0006627114494755041,0.0015884225428798918,30,False
is_remcoat_broad,Cooling_Thermal_Load,0.001098550185661242,0.0009433220951593912,17,False
is_remcoat_broad,Laser_Cleaning_Demand,0.002429380370823379,0.0020957391829934525,8,True
is_remcoat_broad,Cleaning_Capacity,0.0027310512860609037,0.005330898208483467,7,True
is_remcoat_broad,Cleaning_Load_Ratio,0.004633164668360969,0.005961154107190352,4,True
